4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
4,55,0:0,1:0,1.97401:0.226497,2.91586:0.562546,3.81325:1.00377,4.65451:1.54441,5.42865:2.17742,6.12559:2.89455,6.73624:3.68645,7.25263:4.5428,7.66805:5.45244,7.97706:6.40349,8.17566:7.38357,8.26123:8.37991,8.23267:9.3795,8.09036:10.3693,7.83614:11.3365,7.47333:12.2683,7.00667:13.1528,6.44222:13.9782,5.78736:14.734,5.05062:15.4102,4.2416:15.9979,3.37086:16.4897,2.44973:16.8789,1.49024:17.1607,0.504887:17.3312,-0.493482:17.3883,-1.49185:17.3312,-2.4772:17.1607,-3.4367:16.8789,-4.35782:16.4897,-5.22857:15.9979,-6.03758:15.4102,-6.77433:14.734,-7.42919:13.9782,-7.99363:13.1528,-8.4603:12.2683,-8.8231:11.3365,-9.07732:10.3693,-9.21964:9.3795,-9.24819:8.37991,-9.16262:7.38357,-8.96403:6.40349,-8.65501:5.45244,-8.2396:4.5428,-7.7232:3.68645,-7.11255:2.89455,-6.41561:2.17742,-5.64147:1.54441,-4.80022:1.00377,-3.90282:0.562546,-2.96098:0.226497,-1.98696:-2.28535e-15,-0.993482:-0.113991,-152.7,0,0
