1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
1,45,0:0,1:0,1.96126:0.275637,2.87481:0.682374,3.72286:1.21229,4.4889:1.85508,5.15803:2.59823,5.71722:3.42726,6.15559:4.32606,6.46461:5.27711,6.63826:6.26192,6.67316:7.26131,6.56863:8.25583,6.32671:9.22613,5.9521:10.1533,5.4521:11.0193,4.83644:11.8074,4.1171:12.502,3.30808:13.0898,2.42514:13.5593,1.48544:13.9013,0.507296:14.1092,-0.490268:14.179,-1.48783:14.1092,-2.46598:13.9013,-3.40567:13.5593,-4.28862:13.0898,-5.09764:12.502,-5.81698:11.8074,-6.43264:11.0193,-6.93264:10.1533,-7.30724:9.22613,-7.54917:8.25583,-7.6537:7.26131,-7.6188:6.26192,-7.44515:5.27711,-7.13613:4.32606,-6.69776:3.42726,-6.13857:2.59823,-5.46944:1.85508,-4.70339:1.21229,-3.85534:0.682374,-2.9418:0.275637,-1.98054:-1.27123e-15,-0.990268:-0.139173,-121.6,0,0
