4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0.015
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
4,61,0:0,1:0,1.97886:0.204552,2.93149:0.508667,3.84781:0.909121,4.71809:1.40167,5.53312:1.98109,6.28425:2.64124,6.96353:3.37513,7.56374:4.17497,8.07853:5.03228,8.50245:5.93798,8.83099:6.88247,9.06068:7.85574,9.18908:8.84746,9.21482:9.84713,9.13765:10.8441,8.95837:11.8279,8.67888:12.7881,8.30215:13.7144,7.83218:14.5971,7.27393:15.4268,6.63334:16.1947,5.91719:16.8926,5.13307:17.5132,4.28929:18.0499,3.39481:18.497,2.45909:18.8497,1.49206:19.1044,0.503974:19.2583,-0.4947:19.3098,-1.49337:19.2583,-2.48146:19.1044,-3.44849:18.8497,-4.38421:18.497,-5.27869:18.0499,-6.12247:17.5132,-6.90659:16.8926,-7.62274:16.1947,-8.26333:15.4268,-8.82158:14.5971,-9.29155:13.7144,-9.66828:12.7881,-9.94777:11.8279,-10.127:10.8441,-10.2042:9.84713,-10.1785:8.84746,-10.0501:7.85574,-9.82039:6.88247,-9.49185:5.93798,-9.06793:5.03228,-8.55314:4.17497,-7.95293:3.37513,-7.27365:2.64124,-6.52252:1.98109,-5.70749:1.40167,-4.83721:0.909121,-3.92089:0.508667,-2.96826:0.204552,-1.9894:-1.33785e-15,-0.9947:-0.102821,-166.1,0,0
