4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
4,59,0:0,1:0,1.9774:0.211383,2.9268:0.525459,3.83744:0.938672,4.69899:1.44634,5.5017:2.0427,6.23648:2.72102,6.89499:3.47359,7.46977:4.29189,7.95433:5.16665,8.34315:6.08797,8.63184:7.04539,8.81713:8.02807,8.89692:9.02488,8.8703:10.0245,8.73757:11.0157,8.50024:11.9871,8.161:12.9278,7.7237:13.8271,7.19328:14.6749,6.57575:15.4614,5.87812:16.1779,5.10829:16.8161,4.27497:17.3689,3.38762:17.83,2.45628:18.1942,1.49152:18.4573,0.504248:18.6163,-0.494335:18.6696,-1.49292:18.6163,-2.48019:18.4573,-3.44495:18.1942,-4.37629:17.83,-5.26364:17.3689,-6.09696:16.8161,-6.86679:16.1779,-7.56442:15.4614,-8.18195:14.6749,-8.71237:13.8271,-9.14967:12.9278,-9.48891:11.9871,-9.72624:11.0157,-9.85897:10.0245,-9.88559:9.02488,-9.8058:8.02807,-9.62051:7.04539,-9.33182:6.08797,-8.94299:5.16665,-8.45844:4.29189,-7.88366:3.47359,-7.22515:2.72102,-6.49037:2.0427,-5.68766:1.44634,-4.82611:0.938672,-3.91547:0.525459,-2.96607:0.211383,-1.98867:-4.80532e-16,-0.994335:-0.106293,-163,0,0
