8,-1.41372,3.14159,1.309,0.925025,0.837758,1.0821,0.418879,-0.942478,-12.9363
8,-1.41372,3.14159,1.309,0.925025,0.837758,1.0821,0.418879,-0.942478,-12.9363
8,2.02458,0.0872665,-2.0944,2.0944,0.977384,1.09956,0,2.23402,-12.9178
8,2.02458,0.0872665,-2.0944,2.0944,0.977384,1.09956,0,2.23402,-12.9178
8,2.02458,0.0872665,-2.0944,2.0944,0.977384,1.09956,0,2.23402,-12.9178
8,-2.16421,0.139626,2.1293,-2.00713,1.93732,-2.07694,2.0944,-3.12414,-12.9718
8,-2.16421,0.139626,2.1293,-2.00713,1.93732,-2.07694,2.0944,-3.12414,-12.9718
8,-2.16421,0.139626,2.1293,-2.00713,1.93732,-2.07694,2.0944,-3.12414,-12.9718
8,-2.16421,0.139626,2.1293,-2.00713,1.93732,-2.07694,2.0944,-3.12414,-12.9718
8,2.54818,-0.785398,1.36136,0.733038,0.715585,1.39626,0.244346,-2.80998,-12.8702
8,2.54818,-0.785398,1.36136,0.733038,0.715585,1.39626,0.244346,-2.80998,-12.8702
8,2.54818,-0.785398,1.36136,0.733038,0.715585,1.39626,0.244346,-2.80998,-12.8702
8,2.54818,-0.785398,1.36136,0.733038,0.715585,1.39626,0.244346,-2.80998,-12.8702
8,-0.418879,2.51327,0.959931,1.09956,1.0472,0.925025,0.191986,-0.558505,-14.2689
8,-0.418879,2.51327,0.959931,1.09956,1.0472,0.925025,0.191986,-0.558505,-14.2689
8,-0.418879,2.51327,0.959931,1.09956,1.0472,0.925025,0.191986,-0.558505,-14.2689
8,-0.418879,2.51327,0.959931,1.09956,1.0472,0.925025,0.191986,-0.558505,-14.2689
8,1.62316,2.96706,-1.41372,-0.610865,2.1293,-2.14675,-1.01229,-2.23402,-12.7812
8,1.62316,2.96706,-1.41372,-0.610865,2.1293,-2.14675,-1.01229,-2.23402,-12.7812
8,1.62316,2.96706,-1.41372,-0.610865,2.1293,-2.14675,-1.01229,-2.23402,-12.7812
8,1.62316,2.96706,-1.41372,-0.610865,2.1293,-2.14675,-1.01229,-2.23402,-12.7812
8,0.10472,-2.25147,-1.01229,2.11185,-1.98968,-1.22173,-0.890118,-1.0821,-14.1996
8,0.10472,-2.25147,-1.01229,2.11185,-1.98968,-1.22173,-0.890118,-1.0821,-14.1996
8,0.10472,-2.25147,-1.01229,2.11185,-1.98968,-1.22173,-0.890118,-1.0821,-14.1996
8,-0.279253,-1.65806,-1.13446,-1.0472,-0.837758,-1.20428,-0.0698132,-1.8675,-13.7994
8,-0.279253,-1.65806,-1.13446,-1.0472,-0.837758,-1.20428,-0.0698132,-1.8675,-13.7994
8,-0.279253,-1.65806,-1.13446,-1.0472,-0.837758,-1.20428,-0.0698132,-1.8675,-13.7994
8,-0.279253,-1.65806,-1.13446,-1.0472,-0.837758,-1.20428,-0.0698132,-1.8675,-13.7994
8,-2.02458,0,1.8675,1.15192,0.907571,-1.91986,-1.22173,1.74533,-12.5076
8,-2.02458,0,1.8675,1.15192,0.907571,-1.91986,-1.22173,1.74533,-12.5076
8,-2.02458,0,1.8675,1.15192,0.907571,-1.91986,-1.22173,1.74533,-12.5076
8,-2.02458,0,1.8675,1.15192,0.907571,-1.91986,-1.22173,1.74533,-12.5076
8,-3.05433,0.959931,2.0944,1.01229,1.09956,0.977384,0,2.04204,-14.5573
8,-3.05433,0.959931,2.0944,1.01229,1.09956,0.977384,0,2.04204,-14.5573
8,-3.05433,0.959931,2.0944,1.01229,1.09956,0.977384,0,2.04204,-14.5573
8,-3.05433,0.959931,2.0944,1.01229,1.09956,0.977384,0,2.04204,-14.5573
8,2.42601,-0.523599,-2.00713,2.11185,1.06465,1.0472,-2.07694,-2.75762,-14.2562
8,2.42601,-0.523599,-2.00713,2.11185,1.06465,1.0472,-2.07694,-2.75762,-14.2562
8,2.42601,-0.523599,-2.00713,2.11185,1.06465,1.0472,-2.07694,-2.75762,-14.2562
8,2.42601,-0.523599,-2.00713,2.11185,1.06465,1.0472,-2.07694,-2.75762,-14.2562
8,2.86234,1.44862,-1.18682,-0.785398,1.81514,1.32645,0.698132,0.383972,-13.4967
8,2.86234,1.44862,-1.18682,-0.785398,1.81514,1.32645,0.698132,0.383972,-13.4967
8,2.86234,1.44862,-1.18682,-0.785398,1.81514,1.32645,0.698132,0.383972,-13.4967
8,-2.75762,0.663225,-1.0472,2.04204,1.06465,0.401426,1.13446,2.35619,-12.78
8,-2.75762,0.663225,-1.0472,2.04204,1.06465,0.401426,1.13446,2.35619,-12.78
8,-2.75762,0.663225,-1.0472,2.04204,1.06465,0.401426,1.13446,2.35619,-12.78
8,-2.75762,0.663225,-1.0472,2.04204,1.06465,0.401426,1.13446,2.35619,-12.78
8,2.82743,1.50098,2.02458,1.13446,-2.14675,-0.977384,-1.18682,3.07178,-14.2509
8,2.82743,1.50098,2.02458,1.13446,-2.14675,-0.977384,-1.18682,3.07178,-14.2509
8,2.82743,1.50098,2.02458,1.13446,-2.14675,-0.977384,-1.18682,3.07178,-14.2509
8,2.82743,1.50098,2.02458,1.13446,-2.14675,-0.977384,-1.18682,3.07178,-14.2509
8,1.58825,0.471239,-1.8675,-1.29154,-0.733038,-1.18682,2.0944,-0.645772,-13.6862
8,1.58825,0.471239,-1.8675,-1.29154,-0.733038,-1.18682,2.0944,-0.645772,-13.6862
8,1.58825,0.471239,-1.8675,-1.29154,-0.733038,-1.18682,2.0944,-0.645772,-13.6862
8,1.58825,0.471239,-1.8675,-1.29154,-0.733038,-1.18682,2.0944,-0.645772,-13.6862
8,1.58825,2.56563,2.1293,1.06465,-2.18166,-0.925025,-1.11701,-2.94961,-14.1173
