6,1.44862,2.96706,2.0944,-1.98968,2.0944,-0.750492,-9.0642
6,1.44862,2.96706,2.0944,-1.98968,2.0944,-0.750492,-9.0642
6,1.44862,2.96706,2.0944,-1.98968,2.0944,-0.750492,-9.0642
6,1.44862,2.96706,2.0944,-1.98968,2.0944,-0.750492,-9.0642
6,1.44862,2.96706,2.0944,-1.98968,2.0944,-0.750492,-9.0642
6,1.44862,2.96706,2.0944,-1.98968,2.0944,-0.750492,-9.0642
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,2.33874,-0.890118,1.72788,0.453786,-2.1293,0.715585,-8.44986
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.314159,-2.42601,2.14675,0.593412,-2.07694,-2.1293,-8.41455
6,0.20944,-0.680678,-1.74533,2.04204,-2.11185,1.58825,-8.5896
6,0.20944,-0.680678,-1.74533,2.04204,-2.11185,1.58825,-8.5896
6,0.20944,-0.680678,-1.74533,2.04204,-2.11185,1.58825,-8.5896
