1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0.015
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
1,56,0:0,1:0,1.97493:0.222521,2.91881:0.5528,3.81978:0.986684,4.6665:1.51872,5.44834:2.14221,6.15544:2.84931,6.77893:3.63114,7.31096:4.47787,7.74485:5.37884,8.07513:6.32272,8.29765:7.29765,8.40961:8.29136,8.40961:9.29136,8.29765:10.2851,8.07513:11.26,7.74485:12.2039,7.31096:13.1049,6.77893:13.9516,6.15544:14.7334,5.44834:15.4405,4.6665:16.064,3.81978:16.596,2.91881:17.0299,1.97493:17.3602,1:17.5827,0.00628779:17.6947,-0.993712:17.6947,-1.98742:17.5827,-2.96235:17.3602,-3.90624:17.0299,-4.8072:16.596,-5.65393:16.064,-6.43576:15.4405,-7.14287:14.7334,-7.76636:13.9516,-8.29839:13.1049,-8.73227:12.2039,-9.06255:11.26,-9.28507:10.2851,-9.39704:9.29136,-9.39704:8.29136,-9.28507:7.29765,-9.06255:6.32272,-8.73227:5.37884,-8.29839:4.47787,-7.76636:3.63114,-7.14287:2.84931,-6.43576:2.14221,-5.65393:1.51872,-4.8072:0.986684,-3.90624:0.5528,-2.96235:0.222521,-1.98742:-1.71299e-15,-0.993712:-0.111964,-154.7,0,0
